source,source_version,file,bytes,sha256,license,url,fetched_at
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/provinces.csv,564,10e066e5e81c54726b05f0e42825064a7c3fb1d671c85635e467e34369034689,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/cities.csv,7923,026aed4b6d29904259d854a6161a7c1769291836cb20678e03417ae575a1ef2f,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/areas.csv,88382,042a7f886246a541fbbbbbe969ecb7429950f42704a1ff50a8edf9eb33380138,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/streets.csv,1672142,b9d0a0c40ee619a421c1a714dd0a5be6f8f9f09bec84a32f9ec1077cfd0ba1a3,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/villages.csv,38351132,8f68bd6f659b2227a00154dd9cdeb0f2a591b692b5078e8be60004ed29d4a581,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
modood/Administrative-divisions-of-China,2023-statistical-division,data/raw/administrative-divisions-of-china/dist/data.sqlite,59125760,02b89aab3e4e08daf1395ffa06cec9f372001dc0cd3fef1e462ce471f0ce8de3,WTFPL,https://github.com/modood/Administrative-divisions-of-China,2026-07-10T07:22:18.981510+00:00
